Company Name,Domain,Description,Industry,Tech Vertical,Sub-industry,Growth Stage,Founded Date,HQ Location,Operating Status,Total Funding Amount (in USD),Last Funding Amount (in USD),Last Funding Date,Last Funding Type,Post Money Valuation (in USD),Number of Funding Rounds,Investors,Lead Investors,Annual Revenue Estimate (in USD),Founders,Founder Highlights,Number of Founders,Employee Count,Employee Monthly Growth3,Employee Monthly Growth6,Web Visits,Web Visits Monthly Growth3,Web Visits Monthly Growth6,Number of Patents,Awards Count,Highlights,Tagline,stage_score,sector_score,founder_score,momentum_score,total_score,qualification_tier,outreach_action,timing_note,diligence_steps
ServiceUp,serviceup.com,"ServiceUp centralizes and automates vehicle repair and maintenance workflows to reduce downtime and repair cycle times for fleets and insurance carriers. The platform provides digital repair orders, estimate and payment management, real-time repair tracking, configurable approvals, and automated shop selection, logistics, claims processing, and payments. It operates as a B2B SaaS platform serving fleets (25â€“5,000 vehicles), insurance carriers, TPAs, brokerages, and repair shops and includes a marketplace of vetted repair partners. ServiceUp emphasizes operational visibility and performance insights to speed repairs, lower costs, and maintain vehicle history across the repair lifecycle.","Technology, Information and Internet; Software Development","Supply Chain & ManufacturingTech > Aftermarket & Service Supply Chains; FinTech > Insurance and InsurTech; Mobility, Transport & Logistics > Fleet Management, Telematics and Safety; Enterprise Automation > Procurement and Vendor Management Automation; Enterprise Automation > Integration and Workflow Automation",Automotive; Business Process Automation (BPA); Service Industry,Early Stage,2021,"Campbell, California, United States, North America",Active,69500000.0,55000000.0,2025-07-09,Series B,0.0,2,"Capital Midwest Fund, Chaos Ventures, Hearst Ventures, Litquidity Capital, PeakSpan Capital, Tiger Global Management, Trestle Partners","Tiger Global Management, PeakSpan Capital",0.0,"[{""specter_person_id"":""per_1e928ce216d513425dca1aba"",""full_name"":""Jaclyn Imani"",""departments"":[""Senior Leadership""],""title"":""Founder, CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_1fea05cc7d9dfdda474160c4"",""full_name"":""Brett Dashe"",""departments"":[""Senior Leadership""],""title"":""Rev & Co-founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_39e410fa51e7140f0ff16f40"",""full_name"":""Brett Carlson"",""departments"":[""Senior Leadership""],""title"":""Co-Founder / CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_77ce89a2b915d62a450f5e38"",""full_name"":""Javier Muniz"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & CTO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_92415cdfb86337858027075e"",""full_name"":""John Bradley"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-founder & CTO"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Unicorn Experience, Prior Exit, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, VC-Backed Experience, VC-Backed Founder",5,83,5.06,-4.6,8913.0,7.26,56.45,,1.0,"Top Tier Investors, No Recent Funding",ServiceUp centralizes and automates vehicle repair and maintenance for fleets and insurers.,100,100,73,60,67,Tier 3,Monitor (Tier 3),~11mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Lunar Outpost,lunaroutpost.com,"Lunar Outpost provides commercial space robotics and mobility systems designed to enable sustained human presence and infrastructure development on the Moon and beyond. The company specializes in advanced spacecraft, including exploration-class Mobile Autonomous Prospecting Platform (MAPP) rovers and industrial Lunar Terrain Vehicles (LTVs). These systems are used for lunar surface exploration, resource prospecting, and in-space infrastructure, supporting missions like the Artemis campaign. Lunar Outpost is launching five rovers to the Moon, with one being the first commercial rover to explore the lunar South Pole and facilitate the first sale of space resources. Their technology aims to be the workforce for the New Space economy, bringing the value of space resources to benefit humanity.",Manufacturing; Transportation Equipment Manufacturing,"Space & Frontier > Exploration and Science Missions; Defence & Security > Autonomous and Uncrewed Systems; Robotics & Industrial Tech > Field Robotics and Heavy Industries; Space & Frontier > Space Operations, Services and Logistics; Space & Frontier > On-Orbit Services and Infrastructure",Aerospace; Information Technology; Robotics,Growth Stage,2017,"Golden, Colorado, United States, North America",Active,53724069.0,32115099.0,2026-05-07,Series B,0.0,4,"Beyond Earth Ventures, Cathexis Ventures, Creative Destruction Lab (CDL), Endeavor, Eniac Ventures, Explorer 1 Fund, Industrious Ventures, Promus Ventures, Reliable Equity, Space Capital, Type One Ventures","Creative Destruction Lab (CDL), Explorer 1 Fund, Industrious Ventures, Type One Ventures",0.0,"[{""specter_person_id"":""per_2b83a5fd96f9bf6d9267e80f"",""full_name"":""Justin Cyrus"",""departments"":[""Senior Leadership""],""title"":""Chief Executive Officer"",""seniority"":""Executive Level""},{""specter_person_id"":""per_d0f3d1793f9bb67fe80a0367"",""full_name"":""Forrest E. Meyen, Ph.D"",""departments"":[""Senior Leadership""],""title"":""Co-Founder"",""seniority"":""Executive Level""},{""specter_person_id"":""per_f7dcc29d032c6e99939c0ad6"",""full_name"":""Julian Cyrus"",""departments"":[""Senior Leadership""],""title"":""Co-Founder/Chief Operating Officer"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Prior VC-Backed Experience, Serial Founder, Strong Academic Background, Top University, VC-Backed Founder",3,146,8.15,12.31,8967.0,-17.7,-46.86,,,"Headcount Surge, Social Followers Surge, Top Tier Investors, Raised Last Month, Recent Funding, Recent News",Lunar Outpost provides advanced spacecraft and robotics solutions for space missions.,100,100,37,63,67,Tier 3,Monitor (Tier 3),"Raised ~1mo ago — build the relationship now, ahead of the next round.",Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
catalyx space,catalyx.space,"Catalyx Space provides a turnkey platform to deploy, operate, and recover orbital experiments and small-scale manufacturing with fast turnaround. The company combines autonomous space labs, vertically integrated satellite manufacturing, reusable re-entry capsules, launch logistics, and ground-station operations to host microgravity experiments, edge computing, and in-orbit AI model training. Customers upload payloads or data pipelines to the platform and use its mission management and real-time telemetry APIs to run experiments and retrieve results after re-entry. The offering targets research institutions, space technology companies, and industrial customers needing rapid test cycles and recoverable payloads. Catalyx positions its reusable hardware and integrated software stack to reduce mission complexity, cost, and lead time for orbital R&D and production.",Manufacturing; Transportation Equipment Manufacturing; Defense and Space Manufacturing,"Space & Frontier > Spacecraft Platforms and Constellations; Space & Frontier > Space Operations, Services and Logistics; Space & Frontier > On-Orbit Services and Infrastructure; Defence & Security > Space and Aerospace Defence",Artificial Intelligence (AI); Generative AI; Space Travel,Pre-Seed,2024,"San Francisco, California, United States, North America",Active,7217647.0,5517647.0,2025-08-21,Seed,0.0,3,"Arka Venture Labs, Doha Venture Capital, Flybridge, Founders, Inc., HF0 Residency, Higher Life Ventures, Nivesha Ventures, Outlander VC, Pranatech Venture Capital, Qasar Younis, Techstars, Techstars Space Accelerator, Together Fund","Techstars Space Accelerator, HF0 Residency, Outlander VC",0.0,"[{""specter_person_id"":""per_28d45945ef319b35b364f21c"",""full_name"":""Keerthan Chand Aluvala"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & VP Avionics"",""seniority"":""Executive Level""},{""specter_person_id"":""per_5f42cc2002cc83c1033d8d52"",""full_name"":""Clinton Antony"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-founder & CTO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_740899330a33a3ae03f0143d"",""full_name"":""Saqib Hussain"",""departments"":[""Senior Leadership"",""BD & Marketing""],""title"":""Co-Founder, CMO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_feae1a0224d5f367e6549c04"",""full_name"":""Rifath Shaarook"",""departments"":[""Senior Leadership""],""title"":""Co-Founder, CEO"",""seniority"":""Executive Level""}]","Serial Founder, VC-Backed Founder",4,32,10.34,39.13,12530.0,166.37,-4.23,,,"Headcount Momentum, Headcount Scale-up, Web Traffic Surge, Social Followers Momentum, Social Followers Scale-up, Top Tier Investors, No Recent Funding",Catalyx Space provides autonomous space labs and reusable re-entry capsules for orbital experiments.,30,100,20,70,65,Tier 3,Monitor (Tier 3),~10mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Amplio,getamplio.com,"Amplio is a supply chain management company that provides a turnkey asset recovery solution for surplus inventory. Their business model focuses on maximizing recovery through data-driven sales strategies and logistics support. Amplio's services cater to enterprises looking to efficiently manage excess assets, ensuring compliance and optimizing returns. With over $500 million in excess assets purchased or under management, they have established a strong market position, leveraging AI and a network of accredited buyers to enhance their offerings.","Transportation, Logistics, Supply Chain and Storage; Warehousing and Storage",Supply Chain & ManufacturingTech > Aftermarket & Service Supply Chains,Hardware; Logistics; Robotics; Semiconductor; Supply Chain Management; Transportation,Early Stage,2021,"Atlanta, Georgia, United States, North America",Active,17100000.0,11100000.0,2025-09-24,Series A,0.0,2,"Alpaca VC, Construct Capital, Flexport Ventures, High Alpha, Hitachi Ventures, Koch Disruptive Technologies, Sean Henry, Slow Ventures, Yamaha Motor Ventures","Construct Capital, Yamaha Motor Ventures, Hitachi Ventures",0.0,"[{""specter_person_id"":""per_9020a5f4b8192e95f4f9ca93"",""full_name"":""Taha Zinifi"",""departments"":[""Product & Research""],""title"":""Co-Founder, Product"",""seniority"":""Executive Level""},{""specter_person_id"":""per_cd2fa13235a2f21f14759b35"",""full_name"":""Trey Closson"",""departments"":[""Senior Leadership""],""title"":""Co-Founder and CEO"",""seniority"":""Executive Level""}]","Unicorn Experience, Prior VC-Backed Experience, Serial Founder, VC-Backed Experience, VC-Backed Founder",2,16,-5.88,-5.88,4506.0,-0.24,901.33,,,"Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Top Tier Investors, No Recent Funding",Amplio helps you recover cash flow from surplus inventory efficiently.,100,100,33,60,65,Tier 3,Monitor (Tier 3),"Raised ~8mo ago — build the relationship now, ahead of the next round.",Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Carpool Logistics,carpoollogistics.com,"Carpool Logistics provides a marketplace that connects vehicle shippers with vetted carriers to reduce empty truck space, lower costs, and cut emissions. The company uses a proprietary Transportation Management System (TMS) with real-time GPS tracking, digital documentation, intelligent load bundling, and a nationwide carrier network to match and manage shipments. It offers instant quotes, API integrations, a customer portal, condition reports, compliance monitoring, and claims management to serve dealers, fleets, OEMs, auctions, and auto haulers. Carpool operates as a technology-first B2B marketplace for automotive logistics and handles high-volume vehicle transport nationwide.","Transportation, Logistics, Supply Chain and Storage; Truck Transportation","Mobility, Transport & Logistics > Freight, TMS and Logistics Platforms; Commerce & Marketplaces > B2B Marketplaces & Procurement Networks; Supply Chain & ManufacturingTech > Transportation, Freight and Network Optimization",Automotive; Logistics,Early Stage,2021,"Atlanta, Georgia, United States, North America",Active,15500000.0,12000000.0,2025-03-12,Series A,0.0,3,"Atlanta Ventures, CarMax, David Metter, Devin Daly, Michael Quigley, Overline, Wavecrest Growth Partners","Atlanta Ventures, Wavecrest Growth Partners",0.0,"[{""specter_person_id"":""per_7f08e9fdeaa717b0028710b9"",""full_name"":""Joe Norton"",""departments"":[""Product & Research""],""title"":""Co-Founder & VP of Product"",""seniority"":""Executive Level""},{""specter_person_id"":""per_b4a2f779958f04c9cdfe5577"",""full_name"":""Michael Malakhov"",""departments"":[""Senior Leadership""],""title"":""Founder & CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_c41b4f2733943a1f53699b07"",""full_name"":""Terrence Jackson"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & VP of Technology"",""seniority"":""Executive Level""},{""specter_person_id"":""per_d821643957436ddc2c6b1b81"",""full_name"":""Eric Morris"",""departments"":[""Operations""],""title"":""Operations"",""seniority"":""Mid Level""},{""specter_person_id"":""per_dd310e1d4aad75bb103472ce"",""full_name"":""Chatarshal S."",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & CTO"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Prior Exit, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, Strong Technical Background, Top University, VC-Backed Experience, VC-Backed Founder",5,72,12.5,24.14,25027.0,-21.67,-1.24,,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Social Followers Surge, Social Followers Momentum, No Recent Funding",Carpool Logistics operates a marketplace connecting vehicle shippers with carriers.,100,100,73,58,65,Tier 3,Monitor (Tier 3),~15mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
The Electric Car Scheme,electriccarscheme.com,"The Electric Car Scheme helps employees access electric cars affordably by offering salary-sacrifice leasing as an employee benefit. It coordinates leases through a network of car lease partners and runs an employer-facing program that manages salary-sacrifice arrangements, returns protection, and straightforward reporting. The service integrates with employer payroll and HR processes to enable reduced employee gross pay in exchange for an electric car benefit. The company operates as an employee benefits provider focused on UK employers and their employees and is recognized as a B Corp.","Technology, Information and Internet; Internet Marketplace Platforms","Mobility, Transport & Logistics > EV, Charging and Energy Management; Mobility, Transport & Logistics > Mobility Platforms and Micromobility; ClimateTech > Low-Carbon Mobility and Transport; Future of Work > Payroll, Benefits, and Total Rewards; Future of Work > HRIS and Core People Systems",Automotive; Electric Vehicle; FinTech; Leasing; Marketplace; Sustainability,Growth Stage,2020,"London, England, United Kingdom, Europe",Active,13260514.0,9545762.0,2024-08-01,Series A,0.0,2,"13books Capital, Adjuvo, Andrew Mullinger, Ascension, Bayern Kapital, Chris Adelsbach, Evelyn Bourke, Henry de Zoete, James Meekings, Phillip Chambers, Portfolio Ventures, Samir Desai, Seedcamp, Triple Point Ventures, Voyager, Will Neale",13books Capital,0.0,"[{""specter_person_id"":""per_4dd9cd438e28c5316485620d"",""full_name"":""Tom Eilon"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & CPO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_7ae75924a851fb4eec375c0e"",""full_name"":""Amir Eilon"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & Executive Chair"",""seniority"":""Executive Level""},{""specter_person_id"":""per_e42dc25bcd5d5967e0a9dafd"",""full_name"":""Thom Groot"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & CEO"",""seniority"":""Executive Level""}]","Hyper Connector, Unicorn Experience, Prior Exit, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, Strong Academic Background, Top University, VC-Backed Founder",3,118,8.26,13.46,204129.0,-32.18,6.15,,,"Headcount Surge, Web Traffic Scale-up, Web Traffic Dip, Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Product Reviews Surge, Top Tier Investors, No Recent Funding",The Electric Car Scheme provides salaryâ€‘sacrifice electric car leasing as an employee benefit.,100,60,77,60,65,Tier 3,Monitor (Tier 3),~22mo since last raise — may be raising soon or capital-efficient; worth a direct conversation.,"Validate founder track record and prior exit outcomes. | Confirm core technology and fit with target sectors. | Investigate soft growth signals (headcount / web traffic). | Confirm current runway, burn rate, and timeline to next raise. | Assess market size and competitive landscape."
AndrenaM,andrenam.com,"Andrena M is developing a comprehensive platform for maritime autonomy, featuring a large fleet of persistent Sentinels equipped with advanced sensors for real-time monitoring and tracking of naval operations. The platform integrates swarm drones to coordinate thousands of autonomous units, providing real-time targeting information during missions. Additionally, it utilizes a cloud/edge compute platform that employs machine learning for sensor fusion, enhancing operators' perception over vast areas and reducing cognitive load. This innovative approach positions Andrena M as a leader in maritime autonomy, leveraging cutting-edge technology to improve operational efficiency and safety.",Manufacturing; Transportation Equipment Manufacturing; Defense and Space Manufacturing,"Robotics & Industrial Tech > Edge Computing and AI for Robotics; Mobility, Transport & Logistics > Autonomous and ADAS Systems; AI & Machine Learning > Multimodal Perception and Sensor Fusion; Defence & Security > Autonomous and Uncrewed Systems; Mobility, Transport & Logistics > Maritime, Aviation and Rail Tech",Artificial Intelligence (AI); Marine Technology; Sensor,Pre-Seed,2024,"Hawthorne, California, United States, North America",Active,10000000.0,10000000.0,2025-06-16,Seed,0.0,1,"201 Ventures, Also Capital, Banter Capital, First Round Capital, Homebrew, Long Journey Ventures, Mines Venture Fund, Wave Function Ventures",First Round Capital,0.0,"[{""specter_person_id"":""per_56c6fa2b07ed51f8ce805c16"",""full_name"":""Alex Chu"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-founder, CTO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_e3750138ee60f6e470166195"",""full_name"":""Matej Cernosek"",""departments"":[""Senior Leadership""],""title"":""Co-Founder | CEO"",""seniority"":""Executive Level""}]","Unicorn Experience, Prior VC-Backed Experience, VC-Backed Founder",2,14,27.27,27.27,3406.0,5.78,-16.07,,,"Headcount Surge, Headcount Scale-up, Social Followers Scale-up, Top Tier Investors, No Recent Funding",Andrena M builds a central nervous system for maritime autonomy through a distributed sensing network.,30,100,17,70,65,Tier 3,Monitor (Tier 3),~12mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Auger,auger.com,"Auger provides supply-chain teams with real-time, automated operational insights so businesses can move from manual coordination to faster execution. The company offers a B2B SaaS autonomous operating system that integrates with inventory management systems, ERPs, planning, forecasting, and financing systems and uses AI and machine learning with a living ontology to synchronize signals and decisions. Auger collapses the gap between signal and execution by generating dynamic forecasts, optimization recommendations, and execution-ready actions in real time. The platform targets large, supply-chain-dependent enterprises seeking to reduce excess inventory, speed fulfillment, and improve cross-functional coordination.",Manufacturing; Manufacturing Software,"Supply Chain & ManufacturingTech > Planning, Forecasting and Inventory Optimization; Robotics & Industrial Tech > Ground Mobility: AMRs and AGVs; Supply Chain & ManufacturingTech > AI and Analytics for Supply Chain Optimization; Mobility, Transport & Logistics > Logistics, Fulfilment, and Returns; Mobility, Transport & Logistics > Warehouse and Logistics Automation",Artificial Intelligence (AI); Logistics; Machine Learning; Supply Chain Management,Growth Stage,2024,"Bellevue, Washington, United States, North America",Active,100000000.0,100000000.0,2024-10-08,Series A,0.0,2,"Oak HC/FT, Techsphere Ventures",Oak HC/FT,0.0,"[{""specter_person_id"":""per_3aa72d50d06517d2d7ebcc4a"",""full_name"":""Dave Clark"",""departments"":[""Senior Leadership""],""title"":""Founder and CEO"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Influencer, Prior Exit, Prior IPO, Prior VC-Backed Experience, Prior VC-Backed Founder, VC-Backed Founder",1,143,25.44,66.28,13508.0,-23.77,-19.52,,,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Top Tier Investors, No Recent Funding",Auger provides an AI-powered autonomous operating system for real-time supply chain operations.,100,100,67,58,65,Tier 3,Monitor (Tier 3),~20mo since last raise — may be raising soon or capital-efficient; worth a direct conversation.,"Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Confirm current runway, burn rate, and timeline to next raise. | Assess market size and competitive landscape. | Review cap table and quality of existing investors."
The Exploration Company,exploration.space,"The Exploration Company develops reusable Nyx space vehicles to make space transport more accessible and sustainable for orbital and lunar missions. Their primary product, Nyx, is a modular, in-orbit refillable spacecraft designed for cargo transport to and from space stations. Nyx is launcher-agnostic, utilizes green propellants, and includes an open-source operating system. It offers capabilities in orbital propulsion, docking, and re-entry/recovery. The company focuses on serving space stations and lunar missions, having successfully built demonstrator capsules and sold multiple missions.",Manufacturing; Transportation Equipment Manufacturing; Aviation and Aerospace Component Manufacturing,"Space & Frontier > On-Orbit Services and Infrastructure; Space & Frontier > Launch, Reentry and Propulsion Systems; Space & Frontier > Space Operations, Services and Logistics; Defence & Security > Space and Aerospace Defence",Aerospace; Air Transportation; Manufacturing; Space Travel,Growth Stage,2021,"Gauting, Bavaria, Germany, Europe",Active,209857798.0,158042465.0,2024-11-17,Series B,474127395.0,5,"Balderton Capital, Bayern Kapital, Bessemer Venture Partners, Bpifrance, Cherry Ventures, DeepTech & Climate Fonds, EQT Ventures, FJ Labs, Habert Dassault Finance, Interface Capital, July Fund, NGP Capital, Omnes Capital, Partech, Plural Platform, Possible Ventures, Promus Ventures, RYMD Kapital, Red River West, SLB, Schlumberger, SistaFund, Stellar Ventures, Vsquared Ventures, Wealth Management Alliance","Promus Ventures, Red River West, EQT Ventures, Plural Platform, Balderton Capital",0.0,"[{""specter_person_id"":""per_357b544c85b228ddcb236603"",""full_name"":""Romain MABBOUX"",""departments"":[""Engineering""],""title"":""Propulsion Functional Engineer"",""seniority"":""Mid Level""},{""specter_person_id"":""per_69f252b16eee1a37c3f8faa8"",""full_name"":""Nils Bernhardt"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Chief Digital Officer"",""seniority"":""Executive Level""},{""specter_person_id"":""per_8e0e612878c1721466814791"",""full_name"":""Artur Koop"",""departments"":[""Senior Leadership"",""Operations""],""title"":""Co-Founder and Lead Operations"",""seniority"":""Executive Level""},{""specter_person_id"":""per_929f496d1db5b184d84f0e1f"",""full_name"":""Pierre Vinet"",""departments"":[""Engineering""],""title"":""Huracan Principal Engineer"",""seniority"":""Senior Level""},{""specter_person_id"":""per_ab446c86144e73889c8e61a2"",""full_name"":""HÃ©lÃ¨ne Huby"",""departments"":[""Senior Leadership""],""title"":""Founder & CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_ae589f34c4a6c834ac79a262"",""full_name"":""Jon Reijneveld"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder & Chief Engineer"",""seniority"":""Executive Level""},{""specter_person_id"":""per_df3c2b064206710ba69ad749"",""full_name"":""Priyanka Rajkakati, Ph.D."",""departments"":[""Senior Leadership""],""title"":""Co-founder / Advisor to CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_df6841d382435e37b2b4553d"",""full_name"":""Sebastien Reichstadt"",""departments"":[""Senior Leadership""],""title"":""Co-Founder & Head Of Propulsion"",""seniority"":""Executive Level""}]","Hyper Connector, Influencer, Prior VC-Backed Experience, Prior VC-Backed Founder, Serial Founder, Strong Academic Background, Strong Technical Background, Top University, VC-Backed Experience, VC-Backed Founder",8,441,17.91,68.32,40511.0,-20.74,-12.04,,2.0,"Headcount Surge, Headcount Momentum, Headcount Scale-up, Social Followers Surge, Social Followers Momentum, Social Followers Scale-up, Top Tier Investors, No Recent Funding",The Exploration Company builds reusable Nyx space vehicles for orbital and lunar missions.,100,100,47,58,64,Tier 3,Monitor (Tier 3),~19mo since last raise — likely approaching a new round; strong time to engage.,Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Assess market size and competitive landscape. | Review cap table and quality of existing investors.
Beacon AI,beaconai.co,"Beacon AI is an aviation technology company focused on enhancing flight safety and operational efficiency for commercial and private aircraft operators. The company develops an AI Assistant that works alongside pilots, providing safety net functions like checklists and configuration management, coaching on procedures and efficiency, and superhuman capabilities such as route optimization and performance calculations. Led by a team with deep expertise in aviation and autonomous driving software, Beacon AI targets airlines, government fleets, air charter operators, corporate flight departments, OEMs, and system integrators. Their platform offers pilot assistance, flight debrief and playback, live flight support, fleet monitoring, route optimizations, and third-party integrations, aiming to modernize aircraft operations and improve safety, efficiency, and cost savings. Beacon AI has secured significant venture funding, including a $15 million Series A, and collaborates with US military and government entities, positioning itself as a leader in AI-driven aviation safety technology.","Technology, Information and Internet; Software Development","Mobility, Transport & Logistics > Maritime, Aviation and Rail Tech; Defence & Security > Defence Manufacturing and Materials; AI & Machine Learning > Agentic Frameworks and Orchestration; Mobility, Transport & Logistics > Fleet Management, Telematics and Safety; Supply Chain & ManufacturingTech > Industrial IoT, Edge and Asset Performance",Air Transportation; Artificial Intelligence (AI); Big Data,Early Stage,2021,"San Carlos, California, United States, North America",Active,20000000.0,15000000.0,2024-08-21,Series A,0.0,3,"Costanoa Ventures, Countdown Capital, Jackson Moses, JetBlue Ventures, Mischief, New North Ventures, Sam Altman, Scout Ventures, Susa Ventures","Sam Altman, Costanoa Ventures",0.0,"[{""specter_person_id"":""per_3c0e3329cd59aa545b9d5d1f"",""full_name"":""Matt Cox"",""departments"":[""Senior Leadership""],""title"":""Founder & CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_c717fc8374cdcbdde08d5ca2"",""full_name"":""Avinash Nair"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder, Principal Engineer"",""seniority"":""Executive Level""}]","Unicorn Experience, Prior VC-Backed Experience, Serial Founder, Strong Technical Background, Top University, VC-Backed Founder",2,28,12.0,47.37,7095.0,-13.58,-22.46,,,"Headcount Momentum, Top Tier Investors, No Recent Funding",Beacon AI builds AI pilot assistant technology for flight safety and efficiency.,100,100,47,58,64,Tier 3,Monitor (Tier 3),~22mo since last raise — may be raising soon or capital-efficient; worth a direct conversation.,"Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Confirm current runway, burn rate, and timeline to next raise. | Assess market size and competitive landscape. | Review cap table and quality of existing investors."
H3X Technologies,h3x.tech,"H3X Technologies is an advanced technology and electric motor manufacturing company based in the greater Denver, Colorado area. Founded in 2020, H3X aims to become the world's leading supplier of advanced electric motors by 2030, focusing on commercial electric aviation, national security, and decarbonizing marine and industrial sectors. Their products, including high power density integrated motor drives, are designed for aerospace, defense, marine, and heavy industry applications, showcasing unrivaled power density and efficiency.",Manufacturing; Transportation Equipment Manufacturing; Aviation and Aerospace Component Manufacturing,"Semiconductors & Computing Hardware > Power Electronics and Power Management; Robotics & Industrial Tech > Components, Actuation and Control Systems",Aerospace; Air Transportation; Electric Vehicle; Manufacturing,Early Stage,2020,"Louisville, Colorado, United States, North America",Active,24650000.0,20000000.0,2024-08-06,Series A,0.0,5,"Alumni Ventures, Asymmetry Ventures, Chris Kong, Cubit Capital, Hanwha Asset Management, Industrious Ventures, Infinite Capital, Liquid 2 Ventures, Lockheed Martin Ventures, Lombardstreet Ventures, Metaplanet, NASA, Nathan Doctor, Origin Ventures, Pegasus Tech Ventures, Psion Capital, Soma Capital, Tamar Capital, TechNexus Venture Collaborative, Venn10 Capital, Y Combinator, Zillionize","Metaplanet, Lockheed Martin Ventures, NASA, Infinite Capital",0.0,"[{""specter_person_id"":""per_54da2fa267711631cb78e818"",""full_name"":""Jason Sylvestre"",""departments"":[""Senior Leadership""],""title"":""Co-founder and CEO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_6607255fb09fdcd2e9fef509"",""full_name"":""Max Liben"",""departments"":[""Senior Leadership"",""Engineering""],""title"":""Co-Founder and CTO"",""seniority"":""Executive Level""},{""specter_person_id"":""per_95727f4d1b3bf3d1e4c401f5"",""full_name"":""Eric Maciolek"",""departments"":[""Senior Leadership""],""title"":""President & Co-Founder"",""seniority"":""Executive Level""}]","Fortune 500 Experience, Unicorn Experience, Prior VC-Backed Experience, Serial Founder, Strong Technical Background, Top University, VC-Backed Founder",3,52,4.0,23.81,3844.0,-26.42,-2.71,,,"Headcount Momentum, Headcount Scale-up, Top Tier Investors, No Recent Funding",H3X Technologies manufactures high-performance electric motor drives for various industries.,100,100,53,58,64,Tier 3,Monitor (Tier 3),~22mo since last raise — may be raising soon or capital-efficient; worth a direct conversation.,"Validate founder track record and prior exit outcomes. | Investigate soft growth signals (headcount / web traffic). | Confirm current runway, burn rate, and timeline to next raise. | Assess market size and competitive landscape. | Review cap table and quality of existing investors."
